City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Saint Anthony,US,45.0205,-93.218,59.85,53,0,13.8,clear sky
457,Smithers,CA,54.7804,-127.1743,55.72,94,40,2.3,scattered clouds
458,Mehamn,NO,71.0357,27.8492,33.71,93,0,4.61,clear sky
459,Deputatskiy,RU,69.3,139.9,18.59,94,100,2.53,overcast clouds
460,Kununurra,AU,-15.7667,128.7333,87.78,66,75,13.8,light rain
461,Ipu,BR,-4.3222,-40.7108,72.03,82,44,6.02,scattered clouds
462,Jimo,CN,36.3897,120.4622,78.58,65,40,13.42,scattered clouds
463,Eskisehir,TR,39.7767,30.5206,48.07,100,0,3.44,clear sky
464,Hambantota,LK,6.1241,81.1185,89.94,62,40,18.41,scattered clouds
465,Kuytun,RU,54.3419,101.5036,36.27,77,100,19.8,overcast clouds
466,Shahrud,IR,36.4182,54.9763,75.76,30,0,7.58,clear sky
467,Parczew,PL,51.6402,22.9006,39.81,83,90,4.92,overcast clouds
468,Port Lincoln,AU,-34.7333,135.8667,59.2,67,32,9.51,scattered clouds
469,Dicabisagan,PH,17.0818,122.4157,85.46,65,100,5.46,heavy intensity rain
470,Broome,US,42.2506,-75.833,44.55,85,0,4.61,clear sky
471,High Level,CA,58.5169,-117.136,46.51,81,75,8.05,broken clouds
472,Forst,DE,51.7333,14.6333,39.94,81,89,2.77,overcast clouds
473,Kodiak,US,57.79,-152.4072,51.31,82,100,0.0,light rain
474,Itacare,BR,-14.2775,-38.9967,70.7,85,11,2.28,few clouds
475,Labis,MY,2.385,103.021,86.09,63,100,4.23,overcast clouds
476,Alekseyevka,RU,50.6309,38.6903,58.55,82,100,5.46,overcast clouds
477,Millinocket,US,45.6573,-68.7098,42.91,87,0,3.44,clear sky
478,Tomatlan,MX,19.9333,-105.25,75.97,94,98,2.24,overcast clouds
479,Benghazi,LY,32.1167,20.0667,81.7,56,25,10.25,scattered clouds
480,Charagua,BO,-19.8,-63.2167,57.15,63,100,5.61,overcast clouds
481,Santeramo In Colle,IT,40.793,16.7553,67.57,72,0,9.22,clear sky
482,Salalah,OM,17.0151,54.0924,80.69,83,75,1.14,broken clouds
483,Pokrovka,KG,42.3414,78.0056,58.6,42,100,5.7,overcast clouds
484,Sorso,IT,40.8,8.5772,61.29,89,95,6.26,moderate rain
485,Fengcheng,CN,40.4536,124.0717,69.82,83,98,7.14,overcast clouds
486,Kieta,PG,-6.2167,155.6333,85.24,63,3,11.97,clear sky
487,Vegreville,CA,53.5001,-112.0518,59.7,72,100,10.36,overcast clouds
488,Nelson Bay,AU,-32.7167,152.15,68.05,72,11,13.0,few clouds
489,Kendari,ID,-3.945,122.4989,87.35,60,27,7.31,scattered clouds
490,Huejuquilla El Alto,MX,22.6,-103.8667,65.19,44,93,3.51,overcast clouds
491,Susanville,US,40.4163,-120.653,62.44,38,0,5.75,clear sky
492,Iquitos,PE,-3.7481,-73.2472,75.24,83,0,3.44,clear sky
493,Rantepao,ID,-2.9701,119.8978,84.99,48,15,6.15,few clouds
494,Kerrville,US,30.0474,-99.1403,73.94,48,0,0.0,clear sky
495,Dillon,US,34.4166,-79.3712,64.74,83,100,19.77,light rain
496,Altay,CN,47.8667,88.1167,34.05,48,19,4.45,few clouds
497,Kerchevskiy,RU,59.946,56.2884,33.06,56,16,11.05,few clouds
498,Riyadh,SA,24.6877,46.7219,75.34,16,0,6.85,clear sky
499,Ust-Nera,RU,64.5667,143.2,26.74,86,99,4.18,overcast clouds
500,Luanda,AO,-8.8368,13.2343,72.73,86,100,4.68,overcast clouds
501,Altamira,BR,-3.2033,-52.2064,74.66,80,12,4.92,few clouds
502,Mackay,AU,-21.15,149.2,80.69,47,0,11.01,clear sky
503,Lucenec,SK,48.3325,19.6671,52.97,98,100,4.99,moderate rain
504,Malaya Purga,RU,56.5567,53.0043,37.51,89,100,8.99,overcast clouds
505,Leshukonskoye,RU,64.8989,45.7622,31.89,92,100,9.46,light snow
506,Urucara,BR,-2.5364,-57.76,76.39,60,34,2.55,scattered clouds
507,Qasigiannguit,GL,68.8193,-51.1922,34.05,95,100,3.74,overcast clouds
508,Tartus,SY,34.889,35.8866,79.77,60,0,6.4,clear sky
509,Treinta Y Tres,UY,-33.2333,-54.3833,45.84,93,44,4.16,scattered clouds
510,Sanandaj,IR,35.3144,46.9923,75.47,14,0,1.03,clear sky
511,Shitanjing,CN,39.2342,106.3439,74.37,33,35,16.58,scattered clouds
512,Natal,BR,-5.795,-35.2094,79.02,78,40,10.36,scattered clouds
513,Bauchi,NG,10.5,10.0,69.48,90,16,3.33,few clouds
514,Yinchuan,CN,38.4681,106.2731,81.03,27,78,8.66,broken clouds
515,Lata,PT,40.1629,-8.3327,47.91,98,31,3.31,scattered clouds
516,Grand Gaube,MU,-20.0064,57.6608,73.38,63,17,8.99,few clouds
517,Talas,TR,38.6908,35.5538,48.87,87,0,2.3,clear sky
518,Makokou,GA,0.5738,12.8642,66.29,99,49,1.74,scattered clouds
519,Tongren,CN,27.7172,109.1853,93.78,39,17,4.9,few clouds
520,Haines Junction,CA,60.7522,-137.5108,49.95,71,36,9.22,scattered clouds
521,Kandiari,PK,26.9156,68.5216,91.98,37,0,10.89,clear sky
522,Ilebo,CD,-4.3167,20.5833,68.67,98,82,1.43,light rain
523,Neuquen,AR,-38.9516,-68.0591,64.29,48,0,0.0,light rain
524,Ati,TD,13.2154,18.3353,78.98,66,13,4.21,few clouds
525,Takaungu,KE,-3.6837,39.8566,76.37,73,99,11.68,overcast clouds
526,Puga,MX,21.5833,-104.8167,70.43,99,45,1.23,scattered clouds
527,Balikpapan,ID,-1.2675,116.8289,85.19,70,20,5.75,few clouds
528,Gorontalo,ID,0.5412,123.0595,86.81,68,92,4.63,overcast clouds
529,Tanout,NE,14.9709,8.8879,82.26,53,8,8.14,clear sky
530,Kelvington,CA,52.1667,-103.5343,59.16,60,100,12.3,overcast clouds
531,Aykhal,RU,66.0,111.5,24.01,91,100,10.29,light snow
532,Ayr,GB,55.4627,-4.6339,56.5,82,100,12.66,overcast clouds
533,Uyemskiy,RU,64.4743,40.8524,35.65,93,100,6.71,overcast clouds
534,Kamnik,SI,46.2259,14.6121,52.92,94,75,2.3,light rain
535,Chokwe,MZ,-24.5333,32.9833,72.25,69,0,6.6,clear sky
536,Padang,ID,-0.9492,100.3543,86.05,72,81,8.05,broken clouds
537,Whitehorse,CA,60.7161,-135.0538,54.37,71,75,17.27,broken clouds
538,Boden,SE,65.8252,21.6886,41.0,95,92,4.14,overcast clouds
539,Sept-Iles,CA,50.2001,-66.3821,48.2,68,75,9.22,broken clouds
540,Ritchie,ZA,-29.038,24.6028,63.61,38,80,8.79,broken clouds
541,Biloela,AU,-24.4167,150.5,81.05,24,2,8.32,clear sky
542,Mount Pleasant,US,32.7941,-79.8626,62.1,93,100,17.27,moderate rain
543,Tiznit,MA,29.5833,-9.5,59.56,84,40,3.98,scattered clouds
544,Bayji,IQ,34.9311,43.487,83.35,14,0,4.0,clear sky
545,Omboue,GA,-1.5746,9.2618,74.5,88,30,3.83,scattered clouds
546,Mandurah,AU,-32.55,115.7,73.36,43,0,4.47,clear sky
547,Ukiah,US,39.1502,-123.2078,70.65,69,0,0.0,clear sky
548,Labrea,BR,-7.2586,-64.7981,72.64,90,77,5.55,light rain
549,Bibiani,GH,6.4635,-2.3194,67.44,99,73,1.59,broken clouds
550,Xichang,CN,27.8964,102.2634,75.88,65,49,2.98,scattered clouds
551,Maceio,BR,-9.6658,-35.7353,71.04,94,0,1.14,clear sky
552,Wollongong,AU,-34.4333,150.8833,64.99,85,63,16.69,light rain
553,Gisborne,NZ,-38.6533,178.0042,55.15,97,100,5.93,light rain
554,Linqing,CN,36.8456,115.7117,90.03,27,20,14.05,few clouds
555,Tayu,ID,-6.5397,111.0518,89.42,54,83,7.85,moderate rain
556,Tiarei,PF,-17.5333,-149.3333,78.82,72,4,8.95,clear sky
557,Nouadhibou,MR,20.931,-17.0347,73.38,73,52,20.71,broken clouds
558,San Quintin,MX,30.4833,-115.95,70.18,84,100,7.47,overcast clouds
559,Eltham,NZ,-39.4292,174.3,53.69,96,100,8.66,light rain
560,Strai,NO,58.2,7.9,42.64,90,0,3.44,clear sky
561,Gigmoto,PH,13.7796,124.39,84.74,71,71,7.05,broken clouds
562,Khandyga,RU,62.6667,135.6,32.54,63,99,2.98,overcast clouds
563,Forth,GB,55.765,-3.6887,53.13,93,100,14.61,overcast clouds
564,Pisco,PE,-13.7,-76.2167,60.85,77,0,8.05,clear sky
565,Llanes,ES,43.4198,-4.7549,61.9,79,56,13.8,broken clouds
566,Sompeta,IN,18.9333,84.6,86.27,71,30,9.13,scattered clouds
567,Nantucket,US,41.2835,-70.0995,58.14,75,0,6.91,clear sky
568,Tazovskiy,RU,67.4667,78.7,35.24,81,100,10.0,overcast clouds
569,Twentynine Palms,US,34.1356,-116.0542,86.13,40,25,7.63,scattered clouds
570,Trofors,NO,65.5333,13.4063,31.87,89,73,3.69,broken clouds
571,Sola,VU,-13.8833,167.55,80.38,66,16,11.14,few clouds
572,Abu Dhabi,AE,24.4667,54.3667,87.82,71,0,8.05,clear sky
573,Pemba,MZ,-12.974,40.5178,68.7,100,20,4.61,few clouds
574,Balclutha,NZ,-46.2339,169.75,46.04,58,78,5.99,broken clouds
575,Solnechnyy,RU,50.7214,136.6319,54.72,50,87,8.77,overcast clouds
576,Nouakchott,MR,18.0858,-15.9785,85.93,82,77,7.83,broken clouds
577,Varanasi,IN,25.3333,83.0,91.49,66,2,2.3,haze
578,Slave Lake,CA,55.2834,-114.769,53.58,82,100,2.3,overcast clouds
579,Dodge City,US,37.7528,-100.0171,68.25,45,0,20.71,clear sky
580,Zaragoza,ES,41.6561,-0.8773,56.01,61,20,10.36,few clouds
581,Hofn,IS,64.2539,-15.2082,47.66,95,100,8.72,overcast clouds
582,Barcelos,PT,41.5388,-8.6151,55.85,90,12,5.37,few clouds
583,Mahanoro,MG,-19.9,48.8,70.47,61,75,2.04,broken clouds
584,Shahr-E Babak,IR,30.1165,55.1186,74.05,13,0,2.42,clear sky
585,Ahipara,NZ,-35.1667,173.1667,61.12,98,100,7.45,moderate rain
586,Samarai,PG,-10.6167,150.6667,83.37,73,12,11.99,few clouds
587,Nsanje,MW,-16.92,35.262,74.28,73,3,3.98,clear sky
588,Zhob,PK,31.3411,69.4481,78.19,19,0,4.56,clear sky
589,Ariquemes,BR,-9.9133,-63.0408,70.47,96,100,2.19,overcast clouds
590,Cotonou,BJ,6.3654,2.4183,76.98,88,40,9.22,scattered clouds
591,Carlsbad,US,33.1581,-117.3506,72.27,87,40,0.0,scattered clouds
592,Stornoway,GB,58.2093,-6.3865,53.56,91,75,29.93,moderate rain
593,Mayumba,GA,-3.432,10.6554,74.39,90,99,5.41,light rain
594,Yurginskoye,RU,56.8189,67.3921,32.54,62,12,3.96,few clouds
595,Andapa,MG,-14.65,49.65,66.67,70,68,1.83,broken clouds
596,Alofi,NU,-19.0595,-169.9187,76.89,61,19,17.27,few clouds
597,Kazanskoye,RU,55.6448,69.235,31.21,71,15,5.84,few clouds
598,Dzhebariki-Khaya,RU,62.2167,135.8,32.95,59,99,3.51,overcast clouds
599,Saint-Raymond,CA,45.467,-73.6095,49.82,81,0,4.61,clear sky
600,Chunskiy,RU,56.0815,99.6342,33.12,99,100,9.08,snow
601,Benxi,CN,41.2886,123.765,80.92,66,2,11.16,clear sky
602,Bairiki,KI,1.3292,172.9752,86.0,70,20,9.22,few clouds
603,Harlingen,US,26.1906,-97.6961,73.49,88,0,3.44,clear sky
604,San Rafael,AR,-34.6177,-68.3301,54.63,58,3,8.84,clear sky
605,Kropotkin,RU,45.4375,40.5756,64.67,70,41,5.08,scattered clouds
606,Ufa,RU,54.775,56.0375,40.37,77,100,8.66,overcast clouds
607,Fayetteville,US,35.0527,-78.8784,63.88,67,100,18.41,light rain
608,Maldonado,UY,-34.6667,-54.9167,49.39,94,60,3.02,broken clouds
609,Sisimiut,GL,66.9395,-53.6735,34.5,98,100,7.74,light snow
610,Marsaxlokk,MT,35.8419,14.5431,75.81,88,75,10.36,broken clouds
611,Vyazma,RU,55.2104,34.2951,47.05,96,100,7.85,light rain
612,Cassilandia,BR,-19.1133,-51.7342,67.69,81,49,3.44,scattered clouds
613,Mayo,US,38.8876,-76.5119,61.95,77,100,5.01,overcast clouds
614,Vyazemskiy,RU,47.5378,134.7525,67.32,53,40,9.75,light rain
615,Naantali,FI,60.4674,22.0243,44.11,100,100,2.3,overcast clouds
616,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.01,86,71,13.29,broken clouds
617,Gainesville,US,29.6516,-82.3248,65.7,69,100,11.5,overcast clouds
618,Josefina,PH,8.2,123.5333,80.55,76,100,3.22,light rain
619,Itarema,BR,-2.9248,-39.9167,77.22,77,39,15.08,scattered clouds
620,Kattivakkam,IN,13.2167,80.3167,84.29,65,100,13.96,heavy intensity rain
621,Pierre,US,44.3683,-100.351,72.52,45,0,14.97,clear sky
622,Felipe Carrillo Puerto,MX,19.5833,-88.05,72.25,89,97,3.42,overcast clouds
623,Sampit,ID,-2.5333,112.95,92.62,49,100,3.04,overcast clouds
624,Khandbari,NP,27.3747,87.2039,81.7,56,7,3.18,clear sky
625,Tukrah,LY,32.5341,20.5791,80.29,57,37,8.79,scattered clouds
626,Ust-Karsk,RU,52.7011,118.8077,44.78,68,100,2.59,overcast clouds
627,Rovaniemi,FI,66.5,25.7167,33.21,93,75,8.05,broken clouds
628,Luganville,VU,-15.5333,167.1667,82.15,64,2,9.48,clear sky
629,Barreirinha,BR,-2.7933,-57.07,77.77,60,8,3.33,clear sky
630,Gushikawa,JP,26.3544,127.8686,87.39,62,20,8.05,few clouds
631,Bulancak,TR,40.9372,38.2291,62.42,88,0,1.14,clear sky
632,Bilibino,RU,68.0546,166.4372,28.44,61,97,3.15,overcast clouds
633,Maragogi,BR,-9.0122,-35.2225,72.72,83,94,2.91,overcast clouds
634,Ouadda,CF,8.0777,22.4007,67.59,96,84,1.68,broken clouds
635,Merrill,US,45.1805,-89.6835,46.89,92,44,5.55,scattered clouds
636,Chiredzi,ZW,-21.05,31.6667,69.84,46,0,3.51,clear sky
637,Avera,US,33.194,-82.5271,64.45,53,100,18.9,overcast clouds
638,Tahe,CN,52.3333,124.7333,41.76,62,100,4.41,overcast clouds
639,Khomutovo,RU,52.4658,104.4025,39.81,86,100,12.3,light rain
640,Te Anau,NZ,-45.4167,167.7167,50.18,46,24,4.9,few clouds
641,Provost,CA,52.3501,-110.2683,64.85,44,100,13.87,overcast clouds
642,Tena,EC,-0.9833,-77.8167,68.22,92,23,3.62,light rain
643,Pryazha,RU,61.6926,33.6216,40.24,97,100,4.14,overcast clouds
644,Craig,US,40.5153,-107.5464,58.62,71,100,4.61,overcast clouds
645,Charters Towers,AU,-20.1,146.2667,83.62,24,2,5.57,clear sky
646,Sabang,ID,5.8933,95.3214,80.94,81,97,21.94,moderate rain
647,Goderich,CA,43.7501,-81.7165,44.91,93,6,4.61,clear sky
648,San Angelo,US,31.4638,-100.437,74.53,39,0,8.05,clear sky
649,Turukhansk,RU,65.8167,87.9833,31.51,75,97,8.03,overcast clouds
650,Kaeo,NZ,-35.1,173.7833,63.32,95,100,8.28,light rain
651,Faya,SA,18.3851,42.4509,61.32,33,8,4.0,clear sky
652,Paranaiba,BR,-19.6772,-51.1908,69.3,77,68,6.11,broken clouds
653,Kijang,KR,35.2442,129.2139,82.13,44,0,4.9,clear sky
654,Hvide Sande,DK,56.0045,8.1294,46.09,87,28,9.91,scattered clouds
655,Jutai,BR,-5.1833,-68.9,76.28,79,58,1.74,moderate rain
656,Chernyshevsk,RU,52.5243,117.0174,47.68,41,100,1.95,overcast clouds
657,Praya,CV,14.9215,-23.5087,79.34,94,20,9.22,few clouds
658,Boyolangu,ID,-8.1181,111.8935,82.81,71,96,9.69,overcast clouds
659,Matadi,CD,-5.8167,13.45,76.51,81,98,2.13,overcast clouds
660,Hornepayne,CA,49.2138,-84.7705,43.02,70,33,7.58,scattered clouds
661,Victoria Point,AU,-27.5833,153.3,81.48,60,63,6.2,broken clouds
662,Makakilo City,US,21.3469,-158.0858,82.72,61,20,10.36,few clouds
663,Aras,ES,42.5617,-2.356,50.43,87,100,5.75,overcast clouds
664,Sibolga,ID,1.7427,98.7792,79.32,89,100,2.93,overcast clouds
665,Mahon,ES,39.8885,4.2658,63.16,82,20,4.61,few clouds
666,Qinhuangdao,CN,39.9317,119.5883,82.17,48,0,16.24,clear sky
667,Palafrugell,ES,41.9174,3.1631,59.47,12,100,16.96,overcast clouds
668,Channel-Port Aux Basques,CA,47.5702,-59.1367,51.91,82,30,13.67,scattered clouds
669,San Cristobal,VE,7.7669,-72.225,66.38,97,100,3.15,overcast clouds
670,Lincoln,US,40.8,-96.667,64.31,48,0,13.8,clear sky
671,Atar,MR,20.5169,-13.0499,82.76,37,8,12.55,clear sky
672,Tombouctou,ML,20.0,-3.0,86.18,19,5,5.06,clear sky
673,Amapa,BR,1.0,-52.0,69.17,99,71,1.72,broken clouds
674,Lively,CA,46.4334,-81.1498,43.72,93,16,3.71,few clouds
675,Okato,NZ,-39.2,173.8833,54.91,100,100,14.27,light rain
676,Houma,US,29.5958,-90.7195,63.0,76,0,3.44,clear sky
677,Vila Franca Do Campo,PT,37.7167,-25.4333,69.19,87,58,4.94,broken clouds
678,Cap Malheureux,MU,-19.9842,57.6142,73.47,64,18,8.01,few clouds
679,Autazes,BR,-3.5797,-59.1306,77.81,49,40,3.22,scattered clouds
680,Berasia,IN,23.6333,77.4333,84.65,58,4,6.62,clear sky
681,Marevo,RU,57.3146,32.0804,46.67,94,92,5.82,overcast clouds
682,Ostuacan,MX,17.4167,-93.3,67.64,89,95,2.06,overcast clouds
683,Chapais,CA,49.7834,-74.8492,40.78,80,14,8.48,few clouds
684,Vila Do Maio,CV,15.1333,-23.2167,79.59,80,81,9.1,broken clouds
685,Changqing,CN,36.5575,116.7272,85.66,37,23,13.38,few clouds
